instant,year,month,day,weekday,season,is_holiday,is_weekend,working,weather_code,t1,t2,hum,wind_speed,cnt,n_hours_observed
262,2015,9,22,Tuesday,2.0,0.0,0.0,1,7.0,12.4,12.4,83.1,12.6,20434,24
263,2015,9,23,Wednesday,2.0,0.0,0.0,1,2.0,14.1,13.9,71.5,18.3,33977,24
264,2015,9,24,Thursday,2.0,0.0,0.0,1,2.0,15.6,15.6,71.7,19.9,29396,24
265,2015,9,25,Friday,2.0,0.0,0.0,1,2.0,13.7,13.7,67.5,10.7,34783,24
266,2015,9,26,Saturday,2.0,0.0,1.0,0,1.0,13.2,13.2,68.9,8.5,32636,24
267,2015,9,27,Sunday,2.0,0.0,1.0,0,1.0,13.6,13.6,72.6,11.6,29817,24
268,2015,9,28,Monday,2.0,0.0,0.0,1,1.0,14.0,14.0,74.2,14.9,33138,24
269,2015,9,29,Tuesday,2.0,0.0,0.0,1,1.0,14.8,14.8,70.1,16.4,34436,24
270,2015,9,30,Wednesday,2.0,0.0,0.0,1,1.0,14.3,14.3,68.2,17.0,34941,24
271,2015,10,1,Thursday,2.0,0.0,0.0,1,3.0,14.2,14.2,71.9,15.8,34562,24
272,2015,10,2,Friday,2.0,0.0,0.0,1,1.0,13.7,13.7,73.3,10.7,35503,24
273,2015,10,3,Saturday,2.0,0.0,1.0,0,3.0,12.7,12.7,81.2,5.7,28956,24
274,2015,10,4,Sunday,2.0,0.0,1.0,0,2.0,13.3,13.1,72.8,9.9,29884,24
275,2015,10,5,Monday,2.0,0.0,0.0,1,7.0,15.9,15.9,87.9,13.8,20741,24
276,2015,10,6,Tuesday,2.0,0.0,0.0,1,7.0,16.6,16.6,87.2,12.4,25892,24
277,2015,10,7,Wednesday,2.0,0.0,0.0,1,3.0,14.9,14.9,81.9,19.1,28629,24
278,2015,10,8,Thursday,2.0,0.0,0.0,1,1.0,12.4,11.8,72.8,8.4,33676,24
279,2015,10,9,Friday,2.0,0.0,0.0,1,2.0,12.6,12.5,76.8,6.9,32006,23
280,2015,10,10,Saturday,2.0,0.0,1.0,0,2.0,13.0,13.0,81.3,11.1,29416,24
281,2015,10,11,Sunday,2.0,0.0,1.0,0,1.0,12.3,12.0,72.6,13.2,27796,24
282,2015,10,12,Monday,2.0,0.0,0.0,1,4.0,11.3,11.0,70.1,10.0,31292,24
283,2015,10,13,Tuesday,2.0,0.0,0.0,1,3.0,10.6,9.4,73.4,14.5,20114,18
284,2015,10,14,Wednesday,2.0,0.0,0.0,1,2.0,10.5,9.8,75.0,13.5,30579,24
285,2015,10,15,Thursday,2.0,0.0,0.0,1,3.0,11.2,10.6,77.9,13.1,30874,24
286,2015,10,16,Friday,2.0,0.0,0.0,1,3.0,12.5,12.5,78.6,16.5,30075,24
287,2015,10,17,Saturday,2.0,0.0,1.0,0,3.0,12.1,12.1,76.8,13.8,24327,24
288,2015,10,18,Sunday,2.0,0.0,1.0,0,3.0,13.0,13.0,79.7,9.1,23070,24
289,2015,10,19,Monday,2.0,0.0,0.0,1,3.0,12.7,12.7,79.2,7.4,29952,24
290,2015,10,20,Tuesday,2.0,0.0,0.0,1,2.0,11.5,11.2,75.5,8.0,32718,24
291,2015,10,21,Wednesday,2.0,0.0,0.0,1,7.0,12.5,12.3,88.4,15.5,18922,24
292,2015,10,22,Thursday,2.0,0.0,0.0,1,4.0,14.0,14.0,69.9,16.9,30326,24
293,2015,10,23,Friday,2.0,0.0,0.0,1,4.0,12.9,12.9,65.5,7.5,30273,24
294,2015,10,24,Saturday,2.0,0.0,1.0,0,7.0,12.7,12.5,77.8,10.8,16876,24
295,2015,10,25,Sunday,2.0,0.0,1.0,0,1.0,9.0,7.8,75.7,8.5,23133,23
296,2015,10,26,Monday,2.0,0.0,0.0,1,3.0,11.7,11.0,85.9,13.6,30364,24
297,2015,10,27,Tuesday,2.0,0.0,0.0,1,1.0,14.4,14.4,85.0,12.2,32436,24
298,2015,10,28,Wednesday,2.0,0.0,0.0,1,7.0,13.6,13.6,84.8,10.9,23881,24
299,2015,10,29,Thursday,2.0,0.0,0.0,1,7.0,13.4,13.3,87.8,13.4,27339,24
300,2015,10,30,Friday,2.0,0.0,0.0,1,7.0,14.7,14.7,82.0,13.6,23970,24
301,2015,10,31,Saturday,2.0,0.0,1.0,0,1.0,12.4,12.4,87.9,9.8,27464,24
302,2015,11,1,Sunday,2.0,0.0,1.0,0,4.0,9.2,8.9,97.7,5.2,22848,24
303,2015,11,2,Monday,2.0,0.0,0.0,1,4.0,10.5,10.0,95.0,9.2,28033,24
304,2015,11,3,Tuesday,2.0,0.0,0.0,1,3.0,11.9,11.7,88.6,9.0,30710,24
305,2015,11,4,Wednesday,2.0,0.0,0.0,1,7.0,13.5,13.5,88.5,8.4,23462,24
306,2015,11,5,Thursday,2.0,0.0,0.0,1,7.0,15.2,15.2,87.4,14.3,24503,24
307,2015,11,6,Friday,2.0,0.0,0.0,1,3.0,16.2,16.2,84.8,18.1,25431,24
308,2015,11,7,Saturday,2.0,0.0,1.0,0,7.0,15.8,15.8,83.6,22.9,14881,24
309,2015,11,8,Sunday,2.0,0.0,1.0,0,3.0,14.2,14.1,85.5,16.3,18754,24
310,2015,11,9,Monday,2.0,0.0,0.0,1,3.0,13.9,13.9,74.0,27.0,28474,24
311,2015,11,10,Tuesday,2.0,0.0,0.0,1,3.0,15.8,15.8,81.5,22.9,29206,24
312,2015,11,11,Wednesday,2.0,0.0,0.0,1,4.0,14.8,14.8,71.7,20.3,29899,24
313,2015,11,12,Thursday,2.0,0.0,0.0,1,2.0,14.2,14.2,81.2,17.2,28962,24
314,2015,11,13,Friday,2.0,0.0,0.0,1,1.0,10.7,8.8,66.0,27.9,25252,24
315,2015,11,14,Saturday,2.0,0.0,1.0,0,7.0,11.2,9.8,81.3,23.3,8898,24
316,2015,11,15,Sunday,2.0,0.0,1.0,0,3.0,15.5,15.5,72.5,34.1,17594,24
317,2015,11,16,Monday,2.0,0.0,0.0,1,2.0,13.6,13.6,73.6,21.9,26507,24
318,2015,11,17,Tuesday,2.0,0.0,0.0,1,7.0,14.8,14.8,77.4,29.2,22768,22
319,2015,11,18,Wednesday,2.0,0.0,0.0,1,2.0,14.0,14.0,69.5,31.7,25926,18
320,2015,11,19,Thursday,2.0,0.0,0.0,1,7.0,11.6,11.2,80.0,21.5,23695,24
321,2015,11,20,Friday,2.0,0.0,0.0,1,2.0,9.1,6.1,67.5,22.3,25788,24
322,2015,11,21,Saturday,2.0,0.0,1.0,0,1.0,4.4,-0.4,68.0,26.2,12751,24
323,2015,11,22,Sunday,2.0,0.0,1.0,0,2.0,3.5,0.8,74.7,10.7,13118,24
324,2015,11,23,Monday,2.0,0.0,0.0,1,1.0,5.0,2.7,75.0,11.1,23908,24
325,2015,11,24,Tuesday,2.0,0.0,0.0,1,7.0,9.0,6.2,83.7,19.9,21175,24
326,2015,11,25,Wednesday,2.0,0.0,0.0,1,7.0,8.9,6.9,76.7,16.2,26000,24
327,2015,11,26,Thursday,2.0,0.0,0.0,1,3.0,9.4,8.5,86.3,7.5,26626,24
328,2015,11,27,Friday,2.0,0.0,0.0,1,7.0,11.3,10.5,83.7,20.7,23517,24
329,2015,11,28,Saturday,2.0,0.0,1.0,0,1.0,8.1,5.4,69.8,27.2,16336,24
330,2015,11,29,Sunday,2.0,0.0,1.0,0,7.0,12.0,12.0,72.0,34.1,11392,24
331,2015,11,30,Monday,2.0,0.0,0.0,1,3.0,12.0,11.5,77.5,26.1,20918,23
332,2015,12,1,Tuesday,3.0,0.0,0.0,1,7.0,13.0,13.0,74.3,20.2,26559,24
333,2015,12,2,Wednesday,3.0,0.0,0.0,1,4.0,13.0,13.0,72.5,20.8,27789,24
334,2015,12,3,Thursday,3.0,0.0,0.0,1,7.0,12.9,12.9,76.9,21.1,25899,24
335,2015,12,4,Friday,3.0,0.0,0.0,1,2.0,11.0,10.0,70.3,25.1,25956,24
336,2015,12,5,Saturday,3.0,0.0,1.0,0,2.0,12.6,12.6,66.3,36.8,16511,24
337,2015,12,6,Sunday,3.0,0.0,1.0,0,3.0,13.4,13.4,80.3,23.1,15478,24
338,2015,12,7,Monday,3.0,0.0,0.0,1,3.0,13.3,13.3,81.5,14.5,25734,24
339,2015,12,8,Tuesday,3.0,0.0,0.0,1,7.0,12.3,11.7,73.8,20.8,23430,24
340,2015,12,9,Wednesday,3.0,0.0,0.0,1,1.0,9.6,8.5,73.9,18.3,27562,24
341,2015,12,10,Thursday,3.0,0.0,0.0,1,7.0,11.5,11.4,77.9,22.4,23115,24
342,2015,12,11,Friday,3.0,0.0,0.0,1,3.0,10.1,8.9,76.0,20.4,23259,24
343,2015,12,12,Saturday,3.0,0.0,1.0,0,3.0,11.7,11.2,73.1,23.4,15815,20
344,2015,12,13,Sunday,3.0,0.0,1.0,0,7.0,8.4,6.9,91.4,10.2,12291,24
345,2015,12,14,Monday,3.0,0.0,0.0,1,7.0,9.2,7.7,85.0,9.7,23835,24
346,2015,12,15,Tuesday,3.0,0.0,0.0,1,7.0,11.5,11.1,92.2,10.7,20201,24
347,2015,12,16,Wednesday,3.0,0.0,0.0,1,7.0,14.5,14.5,81.7,20.5,25558,24
348,2015,12,17,Thursday,3.0,0.0,0.0,1,1.0,14.3,14.3,72.5,18.9,25804,24
349,2015,12,18,Friday,3.0,0.0,0.0,1,2.0,13.1,13.1,79.0,17.2,25730,24
350,2015,12,19,Saturday,3.0,0.0,1.0,0,1.0,15.4,15.4,74.5,22.3,18754,24
351,2015,12,20,Sunday,3.0,0.0,1.0,0,7.0,12.8,12.5,74.3,20.4,13060,24
352,2015,12,21,Monday,3.0,0.0,0.0,1,7.0,10.9,9.7,77.5,22.6,18136,24
353,2015,12,22,Tuesday,3.0,0.0,0.0,1,7.0,14.2,14.2,80.7,31.4,17458,24
354,2015,12,23,Wednesday,3.0,0.0,0.0,1,2.0,11.4,11.1,69.0,23.2,18451,24
355,2015,12,24,Thursday,3.0,0.0,0.0,1,3.0,10.9,9.9,68.3,25.6,8908,24
356,2015,12,25,Friday,3.0,1.0,0.0,0,7.0,11.3,10.4,79.4,18.0,22423,24
357,2015,12,26,Saturday,3.0,0.0,1.0,0,7.0,14.7,14.7,74.1,27.4,10230,24
358,2015,12,27,Sunday,3.0,0.0,1.0,0,3.0,14.3,14.3,81.1,22.0,9378,24
359,2015,12,28,Monday,3.0,1.0,0.0,0,1.0,11.7,11.6,73.4,15.0,13732,24
360,2015,12,29,Tuesday,3.0,0.0,0.0,1,2.0,11.8,11.6,74.5,17.2,15592,24
361,2015,12,30,Wednesday,3.0,0.0,0.0,1,7.0,12.6,12.5,69.4,25.1,12301,24
362,2015,12,31,Thursday,3.0,0.0,0.0,1,2.0,9.5,7.2,69.3,23.4,13889,24
